province,region,image,region_eng
전라북도,전주,jeonju.png,Jeonju
전라북도,군산,gunsan.png,Gunsan
전라북도,익산,iksan.png,Iksan
전라북도,정읍,jeongeup.png,Jeongeup
전라북도,김제,gimje.png,Gimje
전라북도,남원,namwon.png,Namwon
전라남도,여수,yeosu.png,Yeosu
전라남도,목포,mokpo.png,Mokpo
전라남도,순천,suncheon.png,Suncheon
전라남도,나주,naju.png,Naju
전라남도,광양,gwangyang.png,Gwangyang
전라남도,광주,gwangju.png,Gwangju
